concept,layer,split_seed,probe_accuracy,probe_auc,probe_f1,n_train,n_test,n_positive,n_negative
password,1,101,0.7619047619047619,0.8796296296296297,0.7619047619047619,37,21,24,34
password,2,13,0.7142857142857143,0.9907407407407407,0.75,37,21,24,34
password,2,42,0.7142857142857143,0.8055555555555555,0.6666666666666666,37,21,24,34
password,2,101,0.7142857142857143,0.8425925925925926,0.7,37,21,24,34
password,3,13,0.7619047619047619,0.9814814814814814,0.782608695652174,37,21,24,34
password,3,42,0.6666666666666666,0.7685185185185185,0.5882352941176471,37,21,24,34
password,3,101,0.7619047619047619,0.8333333333333334,0.7368421052631579,37,21,24,34
password,4,13,0.7619047619047619,0.9537037037037037,0.782608695652174,37,21,24,34
password,4,42,0.7619047619047619,0.8333333333333334,0.7058823529411765,37,21,24,34
password,4,101,0.7619047619047619,0.8333333333333334,0.7619047619047619,37,21,24,34
password,5,13,0.7619047619047619,0.9444444444444444,0.782608695652174,37,21,24,34
password,5,42,0.8571428571428571,0.8518518518518519,0.8235294117647058,37,21,24,34
password,5,101,0.8095238095238095,0.8703703703703705,0.8,37,21,24,34
password,6,13,0.7142857142857143,0.9444444444444444,0.75,37,21,24,34
password,6,42,0.9047619047619048,0.8518518518518517,0.8888888888888888,37,21,24,34
password,6,101,0.8095238095238095,0.9537037037037037,0.8181818181818182,37,21,24,34
password,7,13,0.8095238095238095,0.9351851851851852,0.8181818181818182,37,21,24,34
password,7,42,0.8571428571428571,0.8518518518518517,0.8421052631578947,37,21,24,34
password,7,101,0.8571428571428571,0.9722222222222223,0.8571428571428571,37,21,24,34
password,8,13,0.8095238095238095,0.9166666666666667,0.8181818181818182,37,21,24,34
password,8,42,0.8571428571428571,0.8518518518518517,0.8421052631578947,37,21,24,34
password,8,101,0.8571428571428571,0.9814814814814814,0.8571428571428571,37,21,24,34
password,9,13,0.7619047619047619,0.9074074074074073,0.782608695652174,37,21,24,34
password,9,42,0.9047619047619048,0.8518518518518517,0.8888888888888888,37,21,24,34
password,9,101,0.8571428571428571,0.9259259259259259,0.8571428571428571,37,21,24,34
password,10,13,0.7142857142857143,0.9074074074074073,0.7272727272727273,37,21,24,34
password,10,42,0.9047619047619048,0.8518518518518517,0.8888888888888888,37,21,24,34
password,10,101,0.8571428571428571,0.9259259259259259,0.8571428571428571,37,21,24,34
password,11,13,0.6190476190476191,0.8796296296296297,0.6363636363636364,37,21,24,34
password,11,42,0.9047619047619048,0.8518518518518517,0.8888888888888888,37,21,24,34
password,11,101,0.6666666666666666,0.8611111111111112,0.6956521739130435,37,21,24,34
password,12,13,0.7142857142857143,0.8703703703703703,0.7272727272727273,37,21,24,34
password,12,42,0.8571428571428571,0.8703703703703702,0.8421052631578947,37,21,24,34
password,12,101,0.8095238095238095,0.8981481481481483,0.8181818181818182,37,21,24,34
password,13,13,0.6190476190476191,0.8611111111111112,0.6363636363636364,37,21,24,34
password,13,42,0.9047619047619048,0.8796296296296295,0.8888888888888888,37,21,24,34
password,13,101,0.7619047619047619,0.8796296296296298,0.782608695652174,37,21,24,34
password,14,13,0.6190476190476191,0.8425925925925927,0.6363636363636364,37,21,24,34
password,14,42,0.9047619047619048,0.8796296296296295,0.8888888888888888,37,21,24,34
password,14,101,0.8095238095238095,0.888888888888889,0.8181818181818182,37,21,24,34
password,15,13,0.6190476190476191,0.8703703703703703,0.6923076923076923,37,21,24,34
password,15,42,0.9047619047619048,0.8796296296296295,0.8888888888888888,37,21,24,34
password,15,101,0.7142857142857143,0.9074074074074073,0.7272727272727273,37,21,24,34
password,16,13,0.7142857142857143,0.9537037037037037,0.75,37,21,24,34
password,16,42,0.8571428571428571,0.8703703703703702,0.8421052631578947,37,21,24,34
password,16,101,0.7142857142857143,0.9722222222222222,0.75,37,21,24,34
password,17,13,0.7142857142857143,0.9166666666666667,0.75,37,21,24,34
password,17,42,0.8571428571428571,0.8703703703703702,0.8421052631578947,37,21,24,34
password,17,101,0.7619047619047619,0.9074074074074074,0.782608695652174,37,21,24,34
password,18,13,0.7142857142857143,0.9444444444444444,0.75,37,21,24,34
password,18,42,0.9047619047619048,0.8888888888888888,0.8888888888888888,37,21,24,34
password,18,101,0.8095238095238095,0.9166666666666667,0.8181818181818182,37,21,24,34
password,19,13,0.7619047619047619,0.9722222222222223,0.782608695652174,37,21,24,34
password,19,42,0.8571428571428571,0.9074074074074074,0.8421052631578947,37,21,24,34
password,19,101,0.7619047619047619,0.9166666666666665,0.7619047619047619,37,21,24,34
password,20,13,0.7619047619047619,0.9722222222222222,0.782608695652174,37,21,24,34
password,20,42,0.8571428571428571,0.9351851851851852,0.8421052631578947,37,21,24,34
password,20,101,0.7619047619047619,0.9444444444444444,0.782608695652174,37,21,24,34
password,21,13,0.7619047619047619,0.9722222222222222,0.782608695652174,37,21,24,34
password,21,42,0.8571428571428571,0.9166666666666667,0.8421052631578947,37,21,24,34
password,21,101,0.8095238095238095,0.9351851851851852,0.8181818181818182,37,21,24,34
password,22,13,0.7142857142857143,0.9537037037037037,0.75,37,21,24,34
password,22,42,0.8571428571428571,0.9166666666666667,0.8421052631578947,37,21,24,34
password,22,101,0.8095238095238095,0.9074074074074074,0.8181818181818182,37,21,24,34
password,23,13,0.7619047619047619,0.9444444444444444,0.782608695652174,37,21,24,34
password,23,42,0.8571428571428571,0.9259259259259259,0.8421052631578947,37,21,24,34
password,23,101,0.7142857142857143,0.9166666666666667,0.75,37,21,24,34
password,24,13,0.7619047619047619,0.9444444444444444,0.782608695652174,37,21,24,34
password,24,42,0.8571428571428571,0.9166666666666667,0.8421052631578947,37,21,24,34
password,24,101,0.7142857142857143,0.8888888888888888,0.75,37,21,24,34
password,25,13,0.7142857142857143,0.9259259259259259,0.75,37,21,24,34
password,25,42,0.8571428571428571,0.9259259259259259,0.8421052631578947,37,21,24,34
password,25,101,0.7142857142857143,0.898148148148148,0.7272727272727273,37,21,24,34
password,26,13,0.7142857142857143,0.9259259259259259,0.75,37,21,24,34
password,26,42,0.8571428571428571,0.9351851851851852,0.8421052631578947,37,21,24,34
password,26,101,0.7619047619047619,0.8981481481481481,0.7619047619047619,37,21,24,34
password,27,13,0.7142857142857143,0.9166666666666667,0.75,37,21,24,34
password,27,42,0.8571428571428571,0.9351851851851852,0.8421052631578947,37,21,24,34
password,27,101,0.7142857142857143,0.8888888888888888,0.7272727272727273,37,21,24,34
password,28,13,0.7142857142857143,0.9259259259259259,0.75,37,21,24,34
password,28,42,0.8571428571428571,0.9259259259259259,0.8421052631578947,37,21,24,34
password,28,101,0.7142857142857143,0.8796296296296295,0.7272727272727273,37,21,24,34
password,29,13,0.7619047619047619,0.9166666666666667,0.782608695652174,37,21,24,34
password,29,42,0.8571428571428571,0.9259259259259259,0.8421052631578947,37,21,24,34
password,29,101,0.6666666666666666,0.8703703703703702,0.6666666666666666,37,21,24,34
password,30,13,0.7142857142857143,0.9166666666666667,0.75,37,21,24,34
password,30,42,0.8095238095238095,0.9166666666666667,0.8,37,21,24,34
password,30,101,0.7142857142857143,0.8518518518518519,0.7272727272727273,37,21,24,34
password,31,13,0.6666666666666666,0.9074074074074074,0.72,37,21,24,34
password,31,42,0.8095238095238095,0.9074074074074074,0.8,37,21,24,34
password,31,101,0.6190476190476191,0.8240740740740741,0.6363636363636364,37,21,24,34
password,32,13,0.6666666666666666,0.8518518518518517,0.72,37,21,24,34
password,32,42,0.8571428571428571,0.9074074074074074,0.8421052631578947,37,21,24,34
password,32,101,0.5714285714285714,0.7962962962962963,0.6086956521739131,37,21,24,34
politics,0,13,0.47619047619047616,0.47222222222222227,0.47619047619047616,37,21,24,34
politics,0,42,0.38095238095238093,0.4351851851851852,0.3157894736842105,37,21,24,34
politics,0,101,0.6190476190476191,0.6018518518518519,0.6,37,21,24,34
politics,1,13,0.5714285714285714,0.6296296296296297,0.5714285714285714,37,21,24,34
politics,1,42,0.5714285714285714,0.6018518518518519,0.5714285714285714,37,21,24,34
politics,1,101,0.6666666666666666,0.712962962962963,0.631578947368421,37,21,24,34
politics,2,13,0.47619047619047616,0.5925925925925926,0.5217391304347826,37,21,24,34
politics,2,42,0.6666666666666666,0.6759259259259259,0.631578947368421,37,21,24,34
politics,2,101,0.6666666666666666,0.75,0.631578947368421,37,21,24,34
politics,3,13,0.6666666666666666,0.6851851851851852,0.6666666666666666,37,21,24,34
politics,3,42,0.6190476190476191,0.7222222222222222,0.6363636363636364,37,21,24,34
politics,3,101,0.7142857142857143,0.787037037037037,0.7,37,21,24,34
politics,4,13,0.8095238095238095,0.861111111111111,0.8,37,21,24,34
politics,4,42,0.7619047619047619,0.8518518518518519,0.7368421052631579,37,21,24,34
politics,4,101,0.9047619047619048,0.9166666666666666,0.8888888888888888,37,21,24,34
politics,5,13,0.9047619047619048,0.9351851851851852,0.8888888888888888,37,21,24,34
politics,5,42,0.8571428571428571,0.9074074074074074,0.8421052631578947,37,21,24,34
politics,5,101,0.9047619047619048,0.9907407407407407,0.8888888888888888,37,21,24,34
politics,6,13,0.8095238095238095,0.9259259259259259,0.7777777777777778,37,21,24,34
politics,6,42,0.9047619047619048,0.9166666666666666,0.8888888888888888,37,21,24,34
politics,6,101,0.9047619047619048,0.9537037037037037,0.875,37,21,24,34
politics,7,13,0.9047619047619048,0.9259259259259259,0.9,37,21,24,34
politics,7,42,0.8095238095238095,0.9259259259259258,0.8,37,21,24,34
politics,7,101,0.9047619047619048,0.962962962962963,0.875,37,21,24,34
politics,8,13,0.8571428571428571,0.9166666666666667,0.8421052631578947,37,21,24,34
politics,8,42,0.7619047619047619,0.8148148148148148,0.7619047619047619,37,21,24,34
politics,8,101,0.8571428571428571,0.8888888888888888,0.8,37,21,24,34
politics,9,13,0.8571428571428571,0.9259259259259259,0.8421052631578947,37,21,24,34
politics,9,42,0.7142857142857143,0.8148148148148149,0.7,37,21,24,34
politics,9,101,0.8571428571428571,0.9444444444444445,0.8,37,21,24,34
politics,10,13,0.7619047619047619,0.888888888888889,0.7368421052631579,37,21,24,34
politics,10,42,0.6666666666666666,0.8055555555555556,0.6666666666666666,37,21,24,34
politics,10,101,0.8095238095238095,0.8888888888888888,0.75,37,21,24,34
politics,11,13,0.8571428571428571,0.888888888888889,0.8421052631578947,37,21,24,34
politics,11,42,0.6666666666666666,0.8148148148148149,0.6666666666666666,37,21,24,34
politics,11,101,0.8095238095238095,0.8981481481481481,0.75,37,21,24,34
politics,12,13,0.8571428571428571,0.9074074074074074,0.8421052631578947,37,21,24,34
politics,12,42,0.6666666666666666,0.7777777777777778,0.6666666666666666,37,21,24,34
politics,12,101,0.8571428571428571,0.9166666666666666,0.8,37,21,24,34
politics,13,13,0.8571428571428571,0.8981481481481481,0.8421052631578947,37,21,24,34
politics,13,42,0.7142857142857143,0.8333333333333333,0.7272727272727273,37,21,24,34
politics,13,101,0.8571428571428571,0.9074074074074073,0.8,37,21,24,34
politics,14,13,0.8571428571428571,0.9074074074074074,0.8421052631578947,37,21,24,34
politics,14,42,0.7619047619047619,0.8796296296296297,0.7619047619047619,37,21,24,34
politics,14,101,0.8571428571428571,0.9444444444444444,0.8,37,21,24,34
politics,15,13,0.8571428571428571,0.8981481481481481,0.8421052631578947,37,21,24,34
politics,15,42,0.7619047619047619,0.8703703703703703,0.7619047619047619,37,21,24,34
politics,15,101,0.9047619047619048,0.9166666666666666,0.875,37,21,24,34
politics,16,13,0.8095238095238095,0.9166666666666665,0.8,37,21,24,34
politics,16,42,0.7619047619047619,0.8981481481481481,0.7619047619047619,37,21,24,34
politics,16,101,0.9047619047619048,0.9166666666666666,0.875,37,21,24,34
politics,17,13,0.8095238095238095,0.9074074074074074,0.8,37,21,24,34
politics,17,42,0.7619047619047619,0.8703703703703703,0.7619047619047619,37,21,24,34
politics,17,101,0.9047619047619048,0.8981481481481481,0.875,37,21,24,34
politics,18,13,0.8095238095238095,0.9166666666666667,0.7777777777777778,37,21,24,34
politics,18,42,0.7142857142857143,0.8703703703703703,0.7272727272727273,37,21,24,34
politics,18,101,0.9047619047619048,0.9074074074074074,0.875,37,21,24,34
politics,19,13,0.7619047619047619,0.8981481481481481,0.7368421052631579,37,21,24,34
politics,19,42,0.7619047619047619,0.8796296296296297,0.7619047619047619,37,21,24,34
politics,19,101,0.9047619047619048,0.9166666666666666,0.875,37,21,24,34
politics,20,13,0.8095238095238095,0.9166666666666667,0.7777777777777778,37,21,24,34
politics,20,42,0.7619047619047619,0.9166666666666666,0.7619047619047619,37,21,24,34
politics,20,101,0.9047619047619048,0.8981481481481481,0.875,37,21,24,34
politics,21,13,0.8571428571428571,0.9259259259259259,0.8235294117647058,37,21,24,34
politics,21,42,0.7619047619047619,0.9074074074074073,0.7619047619047619,37,21,24,34
politics,21,101,0.9047619047619048,0.9259259259259258,0.875,37,21,24,34
politics,22,13,0.8095238095238095,0.9444444444444444,0.7777777777777778,37,21,24,34
politics,22,42,0.7619047619047619,0.9074074074074074,0.7619047619047619,37,21,24,34
politics,22,101,0.9047619047619048,0.9444444444444445,0.875,37,21,24,34
politics,23,13,0.8095238095238095,0.9259259259259259,0.75,37,21,24,34
politics,23,42,0.8571428571428571,0.9166666666666665,0.8421052631578947,37,21,24,34
politics,23,101,0.9047619047619048,0.9351851851851851,0.875,37,21,24,34
politics,24,13,0.7619047619047619,0.9259259259259259,0.7058823529411765,37,21,24,34
politics,24,42,0.8095238095238095,0.8888888888888888,0.8,37,21,24,34
politics,24,101,0.9047619047619048,0.9444444444444445,0.875,37,21,24,34
politics,25,13,0.7619047619047619,0.9259259259259259,0.7058823529411765,37,21,24,34
politics,25,42,0.8095238095238095,0.9074074074074073,0.8,37,21,24,34
politics,25,101,0.9047619047619048,0.9444444444444444,0.875,37,21,24,34
politics,26,13,0.7619047619047619,0.9351851851851852,0.7058823529411765,37,21,24,34
politics,26,42,0.8095238095238095,0.9166666666666667,0.8,37,21,24,34
politics,26,101,0.8571428571428571,0.9444444444444444,0.8235294117647058,37,21,24,34
politics,27,13,0.7619047619047619,0.9166666666666667,0.7058823529411765,37,21,24,34
politics,27,42,0.8095238095238095,0.9074074074074074,0.8,37,21,24,34
politics,27,101,0.9047619047619048,0.9444444444444444,0.875,37,21,24,34
politics,28,13,0.7619047619047619,0.9166666666666667,0.7058823529411765,37,21,24,34
politics,28,42,0.7619047619047619,0.9259259259259259,0.7619047619047619,37,21,24,34
politics,28,101,0.9047619047619048,0.9259259259259259,0.875,37,21,24,34
politics,29,13,0.8095238095238095,0.9166666666666667,0.75,37,21,24,34
politics,29,42,0.8571428571428571,0.9166666666666666,0.8421052631578947,37,21,24,34
politics,29,101,0.8571428571428571,0.9166666666666666,0.8,37,21,24,34
politics,30,13,0.8571428571428571,0.9259259259259259,0.8235294117647058,37,21,24,34
politics,30,42,0.8571428571428571,0.9351851851851851,0.8421052631578947,37,21,24,34
politics,30,101,0.9047619047619048,0.9351851851851851,0.875,37,21,24,34
politics,31,13,0.8571428571428571,0.9259259259259259,0.8235294117647058,37,21,24,34
politics,31,42,0.8571428571428571,0.9259259259259259,0.8421052631578947,37,21,24,34
politics,31,101,0.9047619047619048,0.9444444444444444,0.875,37,21,24,34
politics,32,13,0.9047619047619048,0.9351851851851852,0.8888888888888888,37,21,24,34
politics,32,42,0.8095238095238095,0.9444444444444444,0.8,37,21,24,34
politics,32,101,0.8571428571428571,0.9351851851851851,0.8,37,21,24,34
religion,0,13,0.6666666666666666,0.6388888888888888,0.631578947368421,37,21,24,34
religion,0,42,0.6190476190476191,0.6759259259259259,0.6,37,21,24,34
religion,0,101,0.6190476190476191,0.6111111111111112,0.6,37,21,24,34
religion,1,13,0.7619047619047619,0.7407407407407408,0.7368421052631579,37,21,24,34
religion,1,42,0.6190476190476191,0.7685185185185185,0.6,37,21,24,34
religion,1,101,0.6666666666666666,0.6666666666666666,0.6666666666666666,37,21,24,34
religion,2,13,0.6666666666666666,0.7499999999999999,0.6666666666666666,37,21,24,34
religion,2,42,0.6190476190476191,0.7222222222222222,0.5555555555555556,37,21,24,34
religion,2,101,0.6666666666666666,0.6944444444444444,0.6666666666666666,37,21,24,34
religion,3,13,0.7142857142857143,0.8148148148148148,0.7,37,21,24,34
religion,3,42,0.6190476190476191,0.7777777777777778,0.6,37,21,24,34
religion,3,101,0.6666666666666666,0.824074074074074,0.6666666666666666,37,21,24,34
religion,4,13,0.8571428571428571,0.8981481481481481,0.8235294117647058,37,21,24,34
religion,4,42,0.7142857142857143,0.8703703703703703,0.7,37,21,24,34
religion,4,101,0.7142857142857143,0.8425925925925926,0.7,37,21,24,34
religion,5,13,0.8571428571428571,0.9166666666666665,0.8235294117647058,37,21,24,34
religion,5,42,0.8095238095238095,0.9537037037037037,0.7777777777777778,37,21,24,34
religion,5,101,0.8095238095238095,0.9259259259259259,0.8,37,21,24,34
religion,6,13,0.9047619047619048,0.962962962962963,0.875,37,21,24,34
religion,6,42,0.8571428571428571,0.9537037037037037,0.8421052631578947,37,21,24,34
religion,6,101,0.8571428571428571,0.9444444444444444,0.8571428571428571,37,21,24,34
religion,7,13,0.9047619047619048,1.0,0.875,37,21,24,34
religion,7,42,0.8571428571428571,0.9537037037037037,0.8421052631578947,37,21,24,34
religion,7,101,0.8571428571428571,0.9722222222222222,0.8571428571428571,37,21,24,34
religion,8,13,0.9523809523809523,0.9722222222222222,0.9411764705882353,37,21,24,34
religion,8,42,0.9047619047619048,0.962962962962963,0.9,37,21,24,34
religion,8,101,0.8571428571428571,0.9907407407407407,0.8571428571428571,37,21,24,34
religion,9,13,0.9523809523809523,1.0,0.9411764705882353,37,21,24,34
religion,9,42,0.8571428571428571,0.9722222222222223,0.8421052631578947,37,21,24,34
religion,9,101,0.8571428571428571,1.0,0.8571428571428571,37,21,24,34
religion,10,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
religion,10,42,0.9047619047619048,0.9907407407407407,0.9,37,21,24,34
religion,10,101,0.8095238095238095,1.0,0.8181818181818182,37,21,24,34
religion,11,13,1.0,1.0,1.0,37,21,24,34
religion,11,42,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
religion,11,101,0.8571428571428571,1.0,0.8571428571428571,37,21,24,34
religion,12,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
religion,12,42,0.8571428571428571,0.9907407407407407,0.8571428571428571,37,21,24,34
religion,12,101,0.9047619047619048,1.0,0.9,37,21,24,34
religion,13,13,1.0,1.0,1.0,37,21,24,34
religion,13,42,0.9047619047619048,0.9814814814814815,0.9,37,21,24,34
religion,13,101,0.9047619047619048,1.0,0.9,37,21,24,34
religion,14,13,1.0,1.0,1.0,37,21,24,34
religion,14,42,0.8571428571428571,0.9907407407407407,0.8571428571428571,37,21,24,34
religion,14,101,0.9047619047619048,0.9907407407407407,0.9,37,21,24,34
religion,15,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
religion,15,42,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
religion,15,101,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
religion,16,13,0.9047619047619048,0.9907407407407407,0.8888888888888888,37,21,24,34
religion,16,42,0.9047619047619048,0.9907407407407407,0.8888888888888888,37,21,24,34
religion,16,101,0.9047619047619048,0.962962962962963,0.9,37,21,24,34
religion,17,13,0.9523809523809523,0.9907407407407407,0.9411764705882353,37,21,24,34
religion,17,42,0.8571428571428571,0.9814814814814815,0.8421052631578947,37,21,24,34
religion,17,101,0.9047619047619048,0.9814814814814815,0.9,37,21,24,34
religion,18,13,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
religion,18,42,0.8571428571428571,0.962962962962963,0.8421052631578947,37,21,24,34
religion,18,101,0.9047619047619048,0.9907407407407407,0.9,37,21,24,34
religion,19,13,0.9047619047619048,0.9814814814814815,0.8888888888888888,37,21,24,34
religion,19,42,0.8571428571428571,0.9814814814814815,0.8421052631578947,37,21,24,34
religion,19,101,0.9047619047619048,0.9907407407407407,0.9,37,21,24,34
religion,20,13,0.9047619047619048,0.9814814814814815,0.8888888888888888,37,21,24,34
religion,20,42,0.8571428571428571,0.9814814814814815,0.8421052631578947,37,21,24,34
religion,20,101,0.9047619047619048,0.9722222222222223,0.9,37,21,24,34
religion,21,13,0.8571428571428571,0.9814814814814815,0.8421052631578947,37,21,24,34
religion,21,42,0.8571428571428571,0.9722222222222222,0.8421052631578947,37,21,24,34
religion,21,101,0.9047619047619048,0.9722222222222222,0.9,37,21,24,34
religion,22,13,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
religion,22,42,0.8571428571428571,0.962962962962963,0.8421052631578947,37,21,24,34
religion,22,101,0.9047619047619048,0.9722222222222222,0.9,37,21,24,34
religion,23,13,0.9047619047619048,0.9537037037037036,0.8888888888888888,37,21,24,34
religion,23,42,0.8571428571428571,0.962962962962963,0.8421052631578947,37,21,24,34
religion,23,101,0.8571428571428571,0.9722222222222222,0.8571428571428571,37,21,24,34
religion,24,13,0.9047619047619048,0.9722222222222222,0.8888888888888888,37,21,24,34
religion,24,42,0.8571428571428571,0.9814814814814815,0.8421052631578947,37,21,24,34
religion,24,101,0.9047619047619048,0.9722222222222222,0.9,37,21,24,34
religion,25,13,0.8571428571428571,0.962962962962963,0.8421052631578947,37,21,24,34
religion,25,42,0.8571428571428571,0.9722222222222222,0.8421052631578947,37,21,24,34
religion,25,101,0.9047619047619048,0.9722222222222222,0.9,37,21,24,34
religion,26,13,0.9047619047619048,0.9814814814814815,0.8888888888888888,37,21,24,34
religion,26,42,0.8571428571428571,0.9722222222222222,0.8421052631578947,37,21,24,34
religion,26,101,0.9047619047619048,0.962962962962963,0.9,37,21,24,34
religion,27,13,0.9047619047619048,0.9814814814814815,0.8888888888888888,37,21,24,34
religion,27,42,0.8571428571428571,0.962962962962963,0.8421052631578947,37,21,24,34
religion,27,101,0.9047619047619048,0.9537037037037037,0.9,37,21,24,34
religion,28,13,0.9047619047619048,0.9814814814814815,0.8888888888888888,37,21,24,34
religion,28,42,0.8571428571428571,0.9351851851851851,0.8421052631578947,37,21,24,34
religion,28,101,0.9047619047619048,0.9537037037037037,0.9,37,21,24,34
religion,29,13,0.9047619047619048,0.9814814814814815,0.8888888888888888,37,21,24,34
religion,29,42,0.8571428571428571,0.9444444444444444,0.8421052631578947,37,21,24,34
religion,29,101,0.9047619047619048,0.9537037037037037,0.9,37,21,24,34
religion,30,13,0.9047619047619048,0.9814814814814815,0.8888888888888888,37,21,24,34
religion,30,42,0.8571428571428571,0.9166666666666667,0.8421052631578947,37,21,24,34
religion,30,101,0.9047619047619048,0.9537037037037037,0.9,37,21,24,34
religion,31,13,0.9047619047619048,0.9722222222222223,0.8888888888888888,37,21,24,34
religion,31,42,0.8571428571428571,0.9259259259259259,0.8421052631578947,37,21,24,34
religion,31,101,0.9047619047619048,0.9444444444444444,0.9,37,21,24,34
religion,32,13,0.9047619047619048,0.9259259259259258,0.8888888888888888,37,21,24,34
religion,32,42,0.8571428571428571,0.9074074074074074,0.8421052631578947,37,21,24,34
religion,32,101,0.9047619047619048,0.9722222222222222,0.9,37,21,24,34
race_ethnicity,0,13,0.7142857142857143,0.8611111111111112,0.6666666666666666,37,21,24,34
race_ethnicity,0,42,0.7142857142857143,0.787037037037037,0.6666666666666666,37,21,24,34
race_ethnicity,0,101,0.8571428571428571,0.925925925925926,0.8235294117647058,37,21,24,34
race_ethnicity,1,13,0.7619047619047619,0.9166666666666667,0.7368421052631579,37,21,24,34
race_ethnicity,1,42,0.7619047619047619,0.8703703703703705,0.7368421052631579,37,21,24,34
race_ethnicity,1,101,0.8095238095238095,0.9537037037037037,0.7777777777777778,37,21,24,34
race_ethnicity,2,13,0.8095238095238095,0.962962962962963,0.8,37,21,24,34
race_ethnicity,2,42,0.8095238095238095,0.8703703703703705,0.8,37,21,24,34
race_ethnicity,2,101,0.8571428571428571,0.9444444444444444,0.8421052631578947,37,21,24,34
race_ethnicity,3,13,0.9523809523809523,0.9907407407407407,0.9473684210526315,37,21,24,34
race_ethnicity,3,42,0.9047619047619048,0.9351851851851852,0.9,37,21,24,34
race_ethnicity,3,101,0.9047619047619048,0.9814814814814815,0.8888888888888888,37,21,24,34
race_ethnicity,4,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
race_ethnicity,4,42,0.9047619047619048,0.9814814814814814,0.9,37,21,24,34
race_ethnicity,4,101,0.9047619047619048,0.9814814814814815,0.8888888888888888,37,21,24,34
race_ethnicity,5,13,1.0,1.0,1.0,37,21,24,34
race_ethnicity,5,42,0.9047619047619048,0.9814814814814814,0.9,37,21,24,34
race_ethnicity,5,101,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
race_ethnicity,6,13,1.0,1.0,1.0,37,21,24,34
race_ethnicity,6,42,0.9047619047619048,0.9629629629629629,0.9,37,21,24,34
race_ethnicity,6,101,0.9047619047619048,1.0,0.9,37,21,24,34
race_ethnicity,7,13,1.0,1.0,1.0,37,21,24,34
race_ethnicity,7,42,0.8571428571428571,0.962962962962963,0.8421052631578947,37,21,24,34
race_ethnicity,7,101,0.8571428571428571,0.9907407407407407,0.8571428571428571,37,21,24,34
race_ethnicity,8,13,1.0,1.0,1.0,37,21,24,34
race_ethnicity,8,42,0.9047619047619048,0.9537037037037037,0.9,37,21,24,34
race_ethnicity,8,101,0.8571428571428571,1.0,0.8571428571428571,37,21,24,34
race_ethnicity,9,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
race_ethnicity,9,42,0.8571428571428571,0.962962962962963,0.8571428571428571,37,21,24,34
race_ethnicity,9,101,0.9047619047619048,0.9907407407407407,0.9,37,21,24,34
race_ethnicity,10,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
race_ethnicity,10,42,0.8571428571428571,0.962962962962963,0.8571428571428571,37,21,24,34
race_ethnicity,10,101,0.9047619047619048,0.9907407407407407,0.9,37,21,24,34
race_ethnicity,11,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
race_ethnicity,11,42,0.8571428571428571,0.9537037037037037,0.8571428571428571,37,21,24,34
race_ethnicity,11,101,0.9047619047619048,0.9814814814814815,0.9,37,21,24,34
race_ethnicity,12,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
race_ethnicity,12,42,0.8095238095238095,0.9537037037037037,0.8,37,21,24,34
race_ethnicity,12,101,0.9047619047619048,0.9814814814814815,0.9,37,21,24,34
race_ethnicity,13,13,1.0,1.0,1.0,37,21,24,34
race_ethnicity,13,42,0.8571428571428571,0.962962962962963,0.8571428571428571,37,21,24,34
race_ethnicity,13,101,0.8571428571428571,0.9814814814814815,0.8421052631578947,37,21,24,34
race_ethnicity,14,13,1.0,1.0,1.0,37,21,24,34
race_ethnicity,14,42,0.8571428571428571,0.962962962962963,0.8571428571428571,37,21,24,34
race_ethnicity,14,101,0.9047619047619048,0.9814814814814815,0.9,37,21,24,34
race_ethnicity,15,13,0.9523809523809523,1.0,0.9473684210526315,37,21,24,34
race_ethnicity,15,42,0.8571428571428571,0.962962962962963,0.8571428571428571,37,21,24,34
race_ethnicity,15,101,0.8571428571428571,0.9814814814814815,0.8421052631578947,37,21,24,34
race_ethnicity,16,13,1.0,1.0,1.0,37,21,24,34
race_ethnicity,16,42,0.8571428571428571,0.962962962962963,0.8571428571428571,37,21,24,34
race_ethnicity,16,101,0.8571428571428571,0.9814814814814815,0.8421052631578947,37,21,24,34
race_ethnicity,17,13,1.0,1.0,1.0,37,21,24,34
race_ethnicity,17,42,0.9047619047619048,0.962962962962963,0.9,37,21,24,34
race_ethnicity,17,101,0.9047619047619048,0.9814814814814815,0.9,37,21,24,34
race_ethnicity,18,13,1.0,1.0,1.0,37,21,24,34
race_ethnicity,18,42,0.8571428571428571,0.962962962962963,0.8571428571428571,37,21,24,34
